id_articulo,articulo,Moneda_precio,precio_venta1,Marca
386,CASINO FRESA X 8 PK X 6,S/.,2.8,ALICORP SA
387,CASINO LUCMA X 8 PK X 6,S/.,2.8,ALICORP SA
388,CASINO COCO X 8 PK X 6,S/.,2.8,ALICORP SA
389,CASINO ALFAJOR X 8 PK X 6,S/.,2.8,ALICORP SA
390,MARGARITA TUBO X 20 UN X 163 GR.,S/.,1,ALICORP SA
391,MARGARITA X 8 PK X 6,S/.,2.5,ALICORP SA
392,MINI GLACITAS CHOC. X 12 UN X 60 GR.,S/.,0.8,ALICORP SA
393,MINI CHOCOBUM POP X 12 UN X 60 GR.,S/.,0.8,ALICORP SA
394,MINI MARGARITA X 12 UN X 60 GR.,S/.,0.8,ALICORP SA
395,MARQUESITA VAINILLA X 8 PK X 6,S/.,2.5,ALICORP SA
396,MARQUESITA NARANJA X 8 PK X 6,S/.,2.5,ALICORP SA
397,MARQUESITA COCO X 8 PK X 6,S/.,2.5,ALICORP SA
398,SODA V SABOR PLAIN X 6,S/.,0,VICTORIA
399,MINI GLACITAS TOFFEE X 12 UN X 60 GR.,S/.,0.8,ALICORP SA
400,MINI CHOMP CHOC. X 12 UN X 80 GR.,S/.,0.8,ALICORP SA
401,MINI CHOMP NARANJA X 12 UN X 80 GR.,S/.,0.8,ALICORP SA
402,CHOCO V X 6 UND,S/.,0,VICTORIA
403,CHOCOBUM X 8 PK X 6,S/.,2.8,ALICORP SA
404,RELLENITA GN MERMELADA X 5 PK X 8,S/.,2.2,SAN JORGE
405,PANETON RICCOS BOLSA X900GR,S/.,0,ANDINA
406,MUSS X 12 DP X 24,S/.,9.5,CREMINO
407,RELLENITO MOTTA X 8 TR X 6,S/.,4.8,CREMINO
408,PANETON RICCOS CJX 900GR,S/.,0,ANDINA
409,OLD ENGLAND TOFFEE CHOCO. X 20 BL X 80,S/.,5.5,AMBROSOLI
410,OLD ENGLAND TOFFEE SURTIDO X 20 BL X 80,S/.,5.5,AMBROSOLI
411,OLD ENGLAND TOFFEE MINT X 20 BL X 80,S/.,5.5,AMBROSOLI
412,MECANO MANJAR  DP X 32,S/.,11.5,COSTA
413,FRUNA X 25 DP X 40,S/.,9,AMBROSOLI
414,DIENTES X 50UND,S/.,0,AMBROSOLI
415,COCOROCO PERITA X 10 BL X 100,S/.,4.5,AMBROSOLI
416,COCOROCO LIMON X 10 BL X 100,S/.,4.5,AMBROSOLI
417,MELLOWS SURTIDO CAJA X 10 BL X 230 GR.,S/.,2.8,AMBROSOLI
418,POKEKE X 10 DP X 12,S/.,5,COSTA
419,GRAN CEREAL CACAO X 16 PK X 6,S/.,3.5,COSTA
420,GRAN CEREAL CLASICA X 16 PK X 6,S/.,3.5,COSTA
421,CARITAS X 16 PK X 6,S/.,2.5,COSTA
422,CHOCODOONUTS REGALO X 16 UN,S/.,5,COSTA
423,SUPER RELLENAZO X 18 BL X 100,S/.,5,AMBROSOLI
424,DIVERTILOLY X 10 BL X 5 TR,S/.,6,AMBROSOLI
425,PALETA PINTA LENGUA X 25 UN,S/.,0,AMBROSOLI
426,PALETAS CALABAZA X 25 UN,S/.,0,AMBROSOLI
427,ARBOLITO X 25 BL X 60,S/.,3.5,AMBROSOLI
428,BON AMI LICOR X 18 BL X 100,S/.,5,AMBROSOLI
429,GALLETA SURT COSTA LATA X 452 GR,S/.,0,COSTA
430,PICOLINES X 6 BL X 5 TR,S/.,7.5,AMBROSOLI
431,TRIFRUNA  BL X 70,S/.,5,AMBROSOLI
432,MENTITAS MASTICRUNCH X 6 DP X 20,S/.,5.5,AMBROSOLI
433,FULL MASTICRUNCH X 6 DP X 20,S/.,5.5,AMBROSOLI
434,FRUNA MASTICRUNCH X 21 DP X 20,S/.,5.5,AMBROSOLI
435,CHOCODONUTS CRUNCH X 14 PK X 6,S/.,2.7,COSTA
436,FRUGELEx20  X 100,S/.,5,AMBROSOLI
437,AMBROSIA X 16 DP X 12,S/.,5.5,AMBROSOLI
438,AMBROSIA X 20 BL X 480 GR.,S/.,6,AMBROSOLI
439,FRUTINA X 28 BL X 60,S/.,3.3,AMBROSOLI
440,FRUTINA LIMON X 28 BL X 60,S/.,3.3,AMBROSOLI
441,AMBROSIA 480GRM,S/.,0,AMBROSOLI
442,NOCAUT X 12 DP X 12,S/.,0,COSTA
443,CEREAL BAR DURAZNO X 8 DP X 12,S/.,5,COSTA
444,WAFER CLAS. LUCMA X 28 UN X 140 GR.,S/.,1.8,COSTA
445,WAFER CLAS. FRESA X 28 UN X 140 GR.,S/.,1.8,COSTA
446,WAFER CLAS. CHOCOLATE X 28 UN X 140 GR.,S/.,1.8,COSTA
447,WAFER CLAS. VAINILLA X 28 UN X 140 GR.,S/.,1.8,COSTA
448,FULL CHERRY X 6 DP X 24,S/.,9,AMBROSOLI
449,HUEVO DE PASCUA,S/.,0,AMBROSOLI
450,AMBROSITO X 16 DP X 12,S/.,5.5,AMBROSOLI
451,BANDERITAS X 25 BL X 80,S/.,3,AMBROSOLI
452,CALIPTUS MENTOL X 16 DP X 12,S/.,5.5,AMBROSOLI
453,CALIPTUS CHERRY X 16 DP X 12,S/.,5.5,AMBROSOLI
454,CANCUN X 12 DP X 24,S/.,9,COSTA
455,OH-CARAMELO X 13 BL X 100,S/.,8.5,AMBROSOLI
456,CANCUN BIZCOCHO X 14 PK X 6,S/.,2.5,COSTA
457,FULL MANDARINA X 6 DP X 24,S/.,9,AMBROSOLI
458,VIZZIO SOBRE X 10 DP X 20,S/.,13,COSTA
459,VIZZIO X 60 UN X 72 GR.,S/.,3.3,COSTA
460,VIZZIO ESTUCHE X 12 UN X 131 GR.,S/.,6.5,COSTA
461,VIZZIO LATA X 12 UN X 182 GR.,S/.,12.5,COSTA
462,FULL LIMON X 6 DP X 24,S/.,9,AMBROSOLI
463,GRETEL MANJAR X 16 PK X 6,S/.,2.7,COSTA
464,GRETEL CHOCOLATE X 16 PK X 6,S/.,2.7,COSTA
465,OBSECIÓN X 9 DP X 12,S/.,5,COSTA
466,MENTITAS X 6 DP X 24,S/.,9,AMBROSOLI
467,AFRICAMELLOWS X 4 TR X 6,S/.,5,AMBROSOLI
468,MINI MELLOWS X 11 DP X 12,S/.,4.5,AMBROSOLI
469,FRAC CHOCOLATE X 12 PK X 6,S/.,2.7,COSTA
470,FRAC CLASICA X 12 PK X 6,S/.,2.7,COSTA
471,FRAC VAINILLA X 12 PK X 6,S/.,2.7,COSTA
472,GRAN VALS 90GRM,S/.,0,COSTA
473,HUEVO LOOP,S/.,0,AMBROSOLI
474,OLD ENGLAND TOFFEE SURT.GIRAFA X 18 BL X 90,S/.,0,AMBROSOLI
475,BON AMI FRUTA X 18 BL X 100,S/.,5,AMBROSOLI
476,CAREZZA X 16 DP X 20,S/.,16,COSTA
477,CHAPULIN TUTTI X 25 BL X 25,S/.,4.5,AMBROSOLI
478,BIAGI X100,S/.,0,AMBROSOLI
479,CHAPULIN SURTIDO X 25 BL X 25,S/.,4.5,AMBROSOLI
480,CARAMELOS AMBRUJOS,S/.,0,AMBROSOLI
481,FRUGELE AMBRUJOS X70UN,S/.,0,AMBROSOLI
482,AGUA LIGHT X 21 UN X 210 GR.,S/.,2,COSTA
483,SODA LIGHT X 21 UN X 180 GR.,S/.,2,COSTA
484,AGUA LIGHT X 12 PK X 6,S/.,2.5,COSTA
485,SODA LIGHT X 12 PK X 6,S/.,2.5,COSTA
486,ARBOLITO NAV. AMB. X 30BL X 200 GR.,S/.,0,AMBROSOLI
487,CRACKELET ORIGINAL X 6 TR X 6,S/.,4.5,COSTA
488,CRACKELET QUESO X 6 TR X 6,S/.,4.5,COSTA
489,CRACKELET JAMON X 6 TR X 6,S/.,4.5,COSTA
490,AMBROMELLOWS,S/.,0,AMBROSOLY
491,CANCUN GALLETA X 12 PK X 6,S/.,2.6,COSTA
492,CEREAL BAR CHIPS X 8 DP X 12,S/.,5,COSTA
493,CEREAL BAR CHOC. X 8 DP X 12,S/.,5,COSTA
494,CEREAL BAR GOLDEN X 8 DP X 12,S/.,5,COSTA
495,CEREAL BAR MANZANA X 8 DP X 12,S/.,5,COSTA
496,CAÑONAZO X 8 DP X 24,S/.,8,COSTA
497,CHOCODONUTS LECHE X 14 PK X 6,S/.,2.7,COSTA
498,TUYO X 10 DP X 20,S/.,7,COSTA
499,TUYO X 16 PK X 6,S/.,2.5,COSTA
500,CAÑONAZO EXTRA X 6 DP X 12,S/.,8,COSTA
501,FRAC MENTA X 12 PK X 6,S/.,2.7,COSTA
502,LOOP AGRANEL X 480GMS,S/.,0,AMBROSOLI
503,FRAC BAÑADA X 30,S/.,0,COSTA
504,MONEDAS AMBRUJOS X 50,S/.,0,COSTA
505,FRUNA BLOCKS X20UNDS,S/.,0,AMBROSOLI
506,BASTONES DE NAVIDAD X 144 GR,S/.,0,AMBROSOLI
507,PACK NAVIDEÑO SURT,S/.,0,COSTA
508,MINI PANETON COSTA JO JO X 90GR,S/.,0,COSTA
509,CHOCODONUTS REGALO X 222gr,S/.,0,COSTA
510,HUEVO VIZZIO,S/.,0,COSTA
511,HUEVO PAÑUELO CAREZZA,S/.,0,COSTA
512,HUEVO FRAC,S/.,0,COSTA
513,HUEVITO CAREZZA,S/.,0,COSTA
514,CHOCMAN DOBLE MANJAR X 6,S/.,0,COSTA
515,OBLEA CHOC X 124 GR,S/.,0,AMBROSOLI
516,CARITAS FIESTA X 40 UN,S/.,0,COSTA
517,FIESTA AMBROSOLI X 1 KG,S/.,0,AMBROSOLI
518,GAJO LIMON X 20 BL X 100,S/.,0,AMBROSOLI
519,GAJO SURTIDO X 20 BL X 100,S/.,0,AMBROSOLI
520,CHOCMAN  PK X 6,S/.,2.5,COSTA
521,NIK GRANDE VAINILLA X 6 PK X 6,S/.,5,COSTA
522,NIK GRANDE CHOC. X 6 PK X 6,S/.,5,COSTA
523,NIK GRANDE FRESA X 6 PK X 6,S/.,5,COSTA
524,NIK FRESA 12X6,S/.,2.3,COSTA
525,NIK CHOCOLATE X 12 PK X 6,S/.,2.3,COSTA
526,QUE LOCO X 10 DP X 20,S/.,8,AMBROSOLI
527,NIK VAINILLA X 12 PK X 6,S/.,2.3,COSTA
528,CHIPS CHOCOLATE X 12 PK X 6,S/.,2.7,COSTA
529,PANETON GLORIA CJ X900GR,S/.,0,GLORIA
530,PANETON GLORIA BLX900GR,S/.,0,GLORIA
531,PANETON TODINNO CHOCOLATO X 500GR,S/.,0,TODINO
532,PANETON TODDINO DUO,S/.,0,TODINO
533,CHOCO YOGURT X 60 TR X 8,S/.,0,DOS CERRITOS
534,MANÍ CHOC. X 60 TR X 8,S/.,0,DOS CERRITOS
535,PASAS CHOC. X 60 TR X 8,S/.,0,DOS CERRITOS
536,PASAS BORRACHAS X 60 TR X 8,S/.,0,DOS CERRITOS
537,PELOTITA CHOC. X 30 BL X 100UN,S/.,9,DOS CERRITOS
538,PASAS CON CHOCOLATE288GRM,S/.,0,2 CERRITOS
539,PASAS BORRACHAS288GRM,S/.,0,2 CERRITOS
540,MANI CON CHOCOLATE 288GRM,S/.,0,2 CERRITOS 
541,MONEDAS UN SOL X 40 BL X 250 GR.,S/.,9,DOS CERRITOS
542,PAPA GRANDE X 13 BL X 180 GR.,S/.,8,PEPSICO
543,TORTIS NATURAL X 11 TR X 12 (0.70),S/.,7,PEPSICO
544,TORTIS PICANTE X 11 TR X 12 (0.70),S/.,7,PEPSICO
545,CHIZON   X 200 GR.,S/.,5,PEPSICO
546,PIQUEOS X 12 TR X 12 (0.70),S/.,7,PEPSICO
547,PIQUEO GRANDE X 10 BL X 225 GR.,S/.,8,PEPSICO
548,BESO DE MOZA X 24 DP X 9,S/.,8,NESTLÉ
549,TIKYS MERENGUITOS X 37 UN X 60 GR.,S/.,0,WINTERS
550,MUSTAFÁ X 16 DP X 28,S/.,0,WINTERS
551,MAXI TOFFEE X 10 BL X 50,S/.,0,WINTERS
552,PANETON WINTERS,S/.,0,WINTERS
553,PICARAS CHOCO. EXTREMO X 8 PK X 6,S/.,0,WINTERS
554,PICARAS FRESA X 8 PK X 6,S/.,0,WINTERS
555,PICARAS CLASICA X 8 PK X 6,S/.,3.5,WINTERS
556,PICARAS CAPPUCCINO X 8 PK X 6,S/.,0,WINTERS
557,MAXI MANI X 20 DP X 24,S/.,0,WINTERS
558,CHIN CHIN CHOCO PALETON X 12 DP X 20,S/.,0,WINTERS
559,PICARAS XL CLASICA X 12 PK X 4,S/.,0,WINTERS
560,CHIN CHIN SOBRE X 24 DP X 24,S/.,0,WINTERS
561,CHIN CHIN CAJITA X 24 DP X 16,S/.,0,WINTERS
562,MINI CHIN CHIN X 16 BL X 32,S/.,8,WINTERS
563,CHIN CHIN CHOCO AVENTURA X 14 TR X 6,S/.,0,WINTERS
564,MINI PICARAS X 14 TR X 6,S/.,0,WINTERS
565,CHIN CHIN MIX X 24 DP X 12,S/.,0,WINTERS
566,CHIN CHIN CHOCO PUNCH X 24 DP X 24,S/.,0,WINTERS
567,OLE OLE X 15 BL X 60,S/.,5,WINTERS
568,FOCHIS MANÍ X 18 DP X 12,S/.,0,WINTERS
569,FOCHIS PASAS X 18 DP X 12,S/.,0,WINTERS
570,CHIN CHIN CHOCOFORMAS X 10 PK X 6,S/.,0,WINTERS
571,OLÉ OLÉ MINI X 12 TR X 6,S/.,0,WINTERS
572,CHIN CHIN GALLE MELLOW X 12 DP X 12,S/.,0,WINTERS
573,PICARAS CHIPS X 8 PK X 6,S/.,0,WINTERS
574,CHICLE CHICHA SAYON X 20 BL X 100,S/.,6,SAYON
575,CHOC. TAZA SAYON X 12,S/.,0,SAYON
576,PASAS BAÑADAS1KL,S/.,0,SAYON
577,MANIES BAÑADOS1KL,S/.,0,SAYON
578,FRUKIDS SURTIDO X 16 BL X 100,S/.,3.5,SAYON
579,OJO LOCO SAYON X 20 BL X 120,S/.,2.5,SAYON
580,PANETON MILANO 6 X 900GR,S/.,0,SAYON
581,PANETON MILANO  X  900GR,S/.,0,SAYON
582,ZOOLOGICO X 10 BL X 800 GR.,S/.,4,SAYON
583,CHOC. TAZA SAYON X 50 UN X -- GR.,S/.,1,SAYON
584,DURAZNO SELECTA,S/.,0,CONSERVA
585,CONCERVA A-1 480G,S/.,0,A-1
586,CONCERVA TIMONEL820G,S/.,0,TIMONEL
587,ALKA ICE MENTA X 18 BL X 60,S/.,0,ARCOR
588,CHICHA MISKY X 16 BL X 110,S/.,0,ARCOR
589,ALKA ICE CHERRY X 18 BL X 60,S/.,0,ARCOR
590,MASTICABLE FRUTAS MISKY X 12 BL X 100,S/.,0,ARCOR
591,SAPITO CLAS. X 9 DP X 20,S/.,5,ARCOR
592,CHICLE BEN 10 X 12 DP X 100,S/.,0,ARCOR
593,CHICLE HELLO KETTY X 12 DP X 100,S/.,0,ARCOR
594,SANDIA ARCOR X 100 UND,S/.,0,ARCOR
595,SAPITO CLAS. X 8 BL X 30,S/.,7,ARCOR
596,MINI GOLPE X 12 BL X 24,S/.,7,ARCOR
597,BONOBON BARRA X 6 DP X 24,S/.,0,ARCOR
598,CHICLE CHAVO X 12 DP X 100,S/.,0,ARCOR
599,TOPLINE MENTA X 12 DP X 50,S/.,0,ARCOR
600,TOPLINE SANDIA X 12 DP X 20,S/.,0,ARCOR
601,TOPLINE SANDIA X 12 DP X 50,S/.,0,ARCOR
602,GOLPE X 6 DP X 24,S/.,8,ARCOR
603,GOLPE MAXX X 12 DP X 12,S/.,0,ARCOR
604,TOPLINE MENTA X 12 DP X 20,S/.,0,ARCOR
605,TOPLINE INKA KOLA ZERO X 12 DP X 20,S/.,0,ARCOR
606,GROSSO X 24 BL X 50,S/.,0,ARCOR
607,TOPLINE BERRIES X 12 DP X 20,S/.,0,ARCOR
608,TOPLINE BUBBLE GUM X 12 DP X 20,S/.,0,ARCOR
609,TOPLINE SANDIA FRESCURA XTENDIDA X 12 DP X 20,S/.,0,ARCOR
610,BONOBON OBLEA/WAFER X 6 DP X 20,S/.,0,ARCOR
611,BONOBON MIN OBLEA/WAFER X 12 BL X 24,S/.,0,ARCOR
612,TOPLINE MENTA FUERTE X 12 DP X 20,S/.,0,ARCOR
613,MINI SAPITO CLAS. X 8 BL X 50,S/.,0,ARCOR
614,LECHE MILK ARCOR X 12 BL X 100,S/.,0,ARCOR
615,SURTIDO MISKY X 16 BL X 110,S/.,0,ARCOR
616,RELLENO FRESA ARCOR X 12 BL X 100,S/.,0,ARCOR
617,LIMON ARCOR X 20 BL X 100,S/.,4.5,ARCOR
618,MENTA CHOCOLATE X 12 BL X 73,S/.,5.5,ARCOR
619,SAQUITOS ARCOR X 12 BL X 73,S/.,0,ARCOR
620,CHICHA ARCOR X 20 BL X 100,S/.,0,ARCOR
621,LIMONCITOS MISKY X 16 BL X 110,S/.,0,ARCOR
622,PANETON PASAS Y FRUTAS X100GR,S/.,0,MIL DELICIAS
623,PANETON CON CHISPA DE CHOCOLATE X 90GR,S/.,0,MIL DELICIAS
624,K-CHIPUM X 30 BL X 120,S/.,0,CONFIPERU
625,GLOBO POP YOGURT FRESA X 30 BL X 24,S/.,0,CONFIPERU
626,GLOBO POP YOGURT SURTIDO X 30 BL X 24,S/.,0,CONFIPERU
627,BOOGIE ICE MENTA X 41 DP X 120,S/.,0,CONFIPERU
628,BOOGIE ICE MENTA TAPER X 6 FR X 240,S/.,0,CONFIPERU
629,BOOGIE ICE SRT. MORA/CEREZA/LIMONX 41 DP X 120,S/.,7.3,CONFIPERU
630,BOOGIE ICE SURTIDO TAPER X 6 FR X 240,S/.,0,CONFIPERU
631,ATERRALENGUA X 20 DP X 15,S/.,0,CONFIPERU
632,KATABOOM SURTIDO X 18 DP X 100,S/.,7.5,CONFIPERU
633,BOOGIE ICE MENTA X 38 DP X 22,S/.,0,CONFIPERU
634,BOOGIE ICE MORA X 38 DP X 22,S/.,0,CONFIPERU
635,BOOGIE ICE CEREZA X 38 DP X 22,S/.,0,CONFIPERU
636,GLOBO POP SURTIDO X 30 BL X 24,S/.,5.5,CONFIPERU
637,GLOBO POP FRESA X 30 BL X 24,S/.,5.5,CONFIPERU
638,AGOGO C.LIQ X 16 DP X 40,S/.,0,CONFIPERU
639,GLOBO POP LECHE Y CHOCOLATE X 34 BL X 23,S/.,0,CONFIPERU
640,CHI-CHISTE FRESA/CEREZA/TUTTI X 36 DP X 100,S/.,0,CONFIPERU
641,CHI-CHISTE MORA/PLATANO X 36 DP X 100,S/.,0,CONFIPERU
642,BARBIE TUTI FRUTTI X 20 DP X 15,S/.,0,CONFIPERU
643,GLOBO POP SURTIDO FRASCO X 6 FR X 60,S/.,0,CONFIPERU
644,BOOGIE ICE SRT. SANDIA/NARANJA/FRESA X 41 DP X 120,S/.,0,CONFIPERU
645,BOOGIE ICE SRT. SANDIA/NARANJA/FRESA X 38 DP X 22,S/.,0,CONFIPERU
646,HUEVITO C/E AMER. X 32 BL X 55,S/.,0,CONFIPERU
647,HUEVITO S/E AMER. X 40 BL X 55,S/.,0,CONFIPERU
648,CHI-CHISTE DOBLE SABOR X 36 DP X 100,S/.,0,CONFIPERU
649,GLOBO POP LED SURTIDO X 12 DP X 20,S/.,0,CONFIPERU
650,CUATES NATURAL X 11 TR X 12 (0.50),S/.,0,PEPSICO
651,CUATES PICANTE X 11 TR X 12 (0.50),S/.,0,PEPSICO
652,CHIZITOS X 7 TR X 14 (0.50),S/.,6,PEPSICO
653,CHISITO X 14,S/.,0,CHIPY
654,CHEESE TRIS X 14 TR X 13 (0.50),S/.,0,PEPSICO
655,PAPA LAYS X 12 TR X 12 (0.70),S/.,7,PEPSICO
656,DORITOS X 11 TR X 12 (0.70),S/.,0,PEPSICO
657,LIMON DULCITO X 20 BL X 115,S/.,0,MINAMICORP
658,MENTA DULCITO X 20 BL X 160,S/.,0,MINAMICORP
659,ANGEL FLAKES X 30 UN X 150 GR.,S/.,0,CEREALES ANGEL
660,ANGEL ZUCK X 30  UN X 150 GR.,S/.,0,CEREALES ANGEL
661,ANGEL CHOCK X 30 UN X 140 GR.,S/.,0,CEREALES ANGEL
662,ANGEL MEL X 30 UN X 140 GR.,S/.,0,CEREALES ANGEL
663,ANGEL FLAKES X 15 TR X 12,S/.,4,CEREALES ANGEL
664,ANGEL FRUTT X 30 UN X 140 GR.,S/.,0,CEREALES ANGEL
665,ANGEL ALMOHADA FRESIA X 30 UN X 110 GR.,S/.,0,CEREALES ANGEL
666,ANGEL ALMOHADA FRESIA X 15 TR X 12,S/.,4,CEREALES ANGEL
667,ANGEL ALMOHADA TITO X 30 UN X 110 GR.,S/.,0,CEREALES ANGEL
668,ANGEL ALMOHADA TITO X 15 TR X 12,S/.,4,CEREALES ANGEL
669,ANGEL ALMOHADA PEPE X 30 UN X 140 GR.,S/.,0,CEREALES ANGEL
670,ANGEL ALMOHADA PEPE X 15 TR X 12,S/.,4,CEREALES ANGEL
671,ANGEL COPIX X 15 TR X 12,S/.,4,CEREALES ANGEL
672,ANGEL COPIX X 30 UN X 140 GR.,S/.,0,CEREALES ANGEL
673,ANGEL ZUCK X 15 TR X 12,S/.,4,CEREALES ANGEL
674,ANGEL MEL X 15 TR X 12,S/.,4,CEREALES ANGEL
675,ANGEL CHOCK X 15 TR X 12,S/.,4,CEREALES ANGEL
676,ANGEL FRUTT X 15 TR X 12,S/.,4,CEREALES ANGEL
677,CRYSMELO COLOR X 20 BL X 335 GR.,S/.,5,LABOCER
678,BONOBON ALFAJOR X 16 PK X 6,S/.,0,ARCOR
679,MOGUL OSITOS X 12 DP X 12,S/.,0,ARCOR
680,MOGUL ROLLO X 12 DP X 12,S/.,0,ARCOR
681,MOGUL COCODRILOS X 12 DP X 12,S/.,0,ARCOR
682,MOGUL PIECITOS X 12 DP X 12,S/.,0,ARCOR
683,MENTA CRISTAL X 12 BL X 80,S/.,0,ARCOR
684,DOS CABALLOS,S/.,0,PERU FARMA
685,DOS CABALLOS CACKTAIL DE FRUTA,S/.,0,PERU FARMA
686,BONOBON CLAS. X 12 DP X 30,S/.,13.5,ARCOR
687,TIC TAC CHERRY PASION 24 DP X 12,S/.,12.5,YICHANG
688,TIC TAC MENTA 24 DP X 12,S/.,12.5,YICHANG
689,BOOGIE BOLAS SURTIDO X 30 DP X 30,S/.,0,CONFIPERU
690,PANETON BAUDUCCO X 750GRS,S/.,0,BAUDUCCO
691,KIT KAT X 996GR,S/.,0,NESTLÉ PERU
692,BAUDUCCO X 750GRM,S/.,0,BAUDUCCO
693,BAUDUCO PANDORO 500GRM,S/.,0,BAUDUCCO
694,PANETON BAUDUCCO X 400GRS,S/.,0,PERU FARMA
695,WAFER NUECES,S/.,0,BAUDUCCO
696,WAFER MAXI  X117GR,S/.,0,BAUDUCCO
697,WAFER BAUDUCCO X14UND,S/.,0,BAUDUCCO
698,BAUDUCO 100GRM,S/.,0,PERU FARMA
699,BAUDUCO LATA X 750GRM,S/.,0,BAUDUCCO
700,PANETON BAUDUCCO 900GRM,S/.,0,BAUDUCCO
701,BAUDUCCO CHOCO X500GRM,S/.,0,BAUDUCCO
702,TOSTADA BAUDUCCO,S/.,0,BAUDUCCO
703,MENTOS MANZANA X 24 DP X 12,S/.,8,QUIMICA SUIZA
704,MENTOS FRESA X 24 DP X 12,S/.,8,QUIMICA SUIZA
705,MENTOS MAGUIT X 24 DP X 12,S/.,8,QUIMICA SUIZA
706,MENTOS MENTA X 24 DP X 12,S/.,8,QUIMICA SUIZA
707,MENTOS FRUTAS X 24 DP X 12,S/.,8,QUIMICA SUIZA
708,TIC TAC TORMENTA 24 DP X 12,S/.,12.5,YICHANG
709,TRIANGULO BARRA X22X200GR,S/.,0,NESTLÉ
710,HAY HAY BOL X 100 UN,S/.,0,IMPORTADOS
711,TRUFON BL X 100UND,S/.,0,WAYKI
712,CHOCOPAYE X 216GR,S/.,0,IMPORTADOS
713,ALQUILER DE ESPACIO PUBLICITARIO ,S/.,0,PUBLICIDAD
714,BOLSA PLASTICA,S/.,0,-
715,IMPUESTO A LAS BOLSAS PLASTICAS,S/.,0,-
716,moments butter cookies x 12,S/.,0,COLOMBINA
717,PRUEBA,S/.,0,TELEMOVIL
